recording_id,database,label,split,note
b0255,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0256,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0257,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0258,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0259,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0260,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0261,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0262,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0263,b,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0264,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0265,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0266,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0267,b,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0268,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0269,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0270,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0271,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0272,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0273,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0274,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0275,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0276,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0277,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0278,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0279,b,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0280,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0281,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0282,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0283,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0284,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0285,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0286,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0287,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0288,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0289,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0290,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0291,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0292,b,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0293,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0294,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0295,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0296,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0297,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0298,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0299,b,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0300,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0301,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0302,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0303,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0304,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0305,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0306,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0307,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0308,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0309,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0310,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0311,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0312,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0313,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0314,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0315,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0316,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0317,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0318,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0319,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0320,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0321,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0322,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0323,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0324,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0325,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0326,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0327,b,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0328,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0329,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0330,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0331,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0332,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0333,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0334,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0335,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0336,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0337,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0338,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0339,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0340,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0341,b,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0342,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0343,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0344,b,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0345,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0346,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0347,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0348,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0349,b,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0350,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0351,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0352,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0353,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0354,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0355,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0356,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0357,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0358,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0359,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0360,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0361,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0362,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0363,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0364,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0365,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0366,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0367,b,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0368,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0369,b,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0370,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0371,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0372,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0373,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0374,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0375,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0376,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0377,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0378,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0379,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0380,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0381,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0382,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0383,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0384,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0385,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0386,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0387,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0388,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0389,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0390,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0391,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0392,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0393,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0394,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0395,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0396,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0397,b,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0398,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0399,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0400,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0401,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0402,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0403,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0404,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0405,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0406,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0407,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0408,b,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0409,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0410,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0411,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0412,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0413,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0414,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0415,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0416,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0417,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0418,b,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0419,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0420,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0421,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0422,b,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0423,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0424,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0425,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0426,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0427,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0428,b,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0429,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0430,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0431,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0432,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0433,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0434,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0435,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0436,b,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0437,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0438,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0439,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0440,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0441,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0442,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0443,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0444,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0445,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0446,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0447,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0448,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0449,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0450,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0451,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0452,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0453,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0454,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0455,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0456,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0457,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0458,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0459,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0460,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0461,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0462,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0463,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0464,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0465,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0466,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0467,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0468,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0469,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0470,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0471,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0472,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0473,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0474,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0475,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0476,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0477,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0478,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0479,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0480,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0481,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0482,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0483,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0484,b,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0485,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0486,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0487,b,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0488,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0489,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
b0490,b,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
c0001,c,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
c0002,c,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
c0003,c,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
c0004,c,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
c0005,c,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
c0006,c,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
c0007,c,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
c0008,c,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
c0009,c,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
c0010,c,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
c0011,c,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
c0012,c,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
c0013,c,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
c0014,c,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
c0015,c,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
c0016,c,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
c0017,c,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
c0018,c,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
c0019,c,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
c0020,c,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
c0021,c,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
c0022,c,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
c0023,c,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
c0024,c,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
c0025,c,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
c0026,c,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
c0027,c,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
c0028,c,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
c0029,c,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
c0030,c,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
c0031,c,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0001,d,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0002,d,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0003,d,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0004,d,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0005,d,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0006,d,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0007,d,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0008,d,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0009,d,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0010,d,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0011,d,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0012,d,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0013,d,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0014,d,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0015,d,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0016,d,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0017,d,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0018,d,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0019,d,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0020,d,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0021,d,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0022,d,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0023,d,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0024,d,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0025,d,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0026,d,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0027,d,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0028,d,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0029,d,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0030,d,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0031,d,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0032,d,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0033,d,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0034,d,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0035,d,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0036,d,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0037,d,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0038,d,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0039,d,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0040,d,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0041,d,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0042,d,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0043,d,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0044,d,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0045,d,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0046,d,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0047,d,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0048,d,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0049,d,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0050,d,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0051,d,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0052,d,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0053,d,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0054,d,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
d0055,d,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00001,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00002,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00003,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00004,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00005,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00006,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00007,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00008,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00009,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00010,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00011,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00012,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00013,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00014,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00015,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00016,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00017,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00018,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00019,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00020,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00021,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00022,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00023,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00024,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00025,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00026,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00027,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00028,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00029,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00030,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00031,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00032,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00033,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00034,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00035,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00036,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00037,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00038,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00039,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00040,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00041,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00042,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00043,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00044,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00045,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00046,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
